step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Beoordelen fraude_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Beoordelen fraude_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Beoordelen fraude_START,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Completeren aanvraag_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Completeren aanvraag_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Completeren aanvraag_START,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Nabellen incomplete dossiers_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Nabellen incomplete dossiers_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Nabellen incomplete dossiers_START,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Nabellen offertes_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Nabellen offertes_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Nabellen offertes_START,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Valideren aanvraag_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,O_SENT_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,O_SELECTED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Valideren aanvraag_START,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,O_DECLINED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,<EOS>,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,<SOS>,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_ACCEPTED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_ACTIVATED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_APPROVED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_CANCELLED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_DECLINED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_FINALIZED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_PREACCEPTED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_REGISTERED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,A_SUBMITTED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,O_ACCEPTED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,O_CANCELLED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,O_CREATED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Valideren aanvraag_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Wijzigen contractgegevens_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Valideren aanvraag_SCHEDULE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,O_SENT_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Beoordelen fraude_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Beoordelen fraude_SCHEDULE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Beoordelen fraude_START,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Completeren aanvraag_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Completeren aanvraag_SCHEDULE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Completeren aanvraag_START,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Nabellen incomplete dossiers_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Nabellen incomplete dossiers_SCHEDULE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Nabellen incomplete dossiers_START,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Nabellen offertes_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Nabellen offertes_SCHEDULE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Nabellen offertes_START,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Valideren aanvraag_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,O_SENT_BACK_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>,
<SOS>,A_SUBMITTED_COMPLETE,O_SELECTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,<EOS>,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,<SOS>,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_ACCEPTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_ACTIVATED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_APPROVED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_CANCELLED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_DECLINED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_FINALIZED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PREACCEPTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_REGISTERED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_SUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,O_ACCEPTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,O_CANCELLED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,O_CREATED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,O_DECLINED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
